SA2,SES
101021007,0.8888888888888888
101021008,0.8888888888888888
101021009,0.8888888888888888
101021010,0.8888888888888888
101021012,0.0
101021610,0.0
101021611,0.0
101031013,0.4444444444444444
101031014,0.6666666666666666
101031015,0.6666666666666666
101031016,0.4444444444444444
101041017,0.2222222222222222
101041018,0.6666666666666666
101041019,0.6666666666666666
101041020,0.6666666666666666
101041021,0.6666666666666666
101041022,0.8888888888888888
101041023,0.2222222222222222
101041024,0.8888888888888888
101041025,0.8888888888888888
101041026,0.8888888888888888
101041027,0.6666666666666666
101051539,0.4444444444444444
101051540,0.8888888888888888
101061541,0.8888888888888888
101061542,0.0
101061543,0.2222222222222222
101061544,0.4444444444444444
102011028,0.2222222222222222
102011029,0.4444444444444444
102011030,0.8888888888888888
102011031,0.6666666666666666
102011032,0.6666666666666666
102011033,0.6666666666666666
102011034,0.8888888888888888
102011035,0.8888888888888888
102011036,0.6666666666666666
102011037,0.6666666666666666
102011038,0.4444444444444444
102011039,0.2222222222222222
102011040,0.6666666666666666
102011041,0.2222222222222222
102011042,0.4444444444444444
102011043,0.6666666666666666
102021044,0.6666666666666666
102021045,0.2222222222222222
102021046,0.4444444444444444
102021047,0.8888888888888888
102021048,0.2222222222222222
102021049,0.4444444444444444
102021050,0.4444444444444444
102021051,0.4444444444444444
102021052,0.6666666666666666
102021053,0.2222222222222222
102021054,0.2222222222222222
102021055,0.8888888888888888
102021056,0.8888888888888888
102021057,0.0
103011059,0.6666666666666666
103011060,0.4444444444444444
103011061,0.4444444444444444
103011612,0.2222222222222222
103011613,0.8888888888888888
103021062,0.4444444444444444
103021063,0.2222222222222222
103021064,0.6666666666666666
103021065,0.4444444444444444
103021066,0.4444444444444444
103021067,0.2222222222222222
103021068,0.4444444444444444
103021069,0.8888888888888888
103031070,0.2222222222222222
103031071,0.4444444444444444
103031072,0.6666666666666666
103031073,0.0
103031074,0.6666666666666666
103041076,0.6666666666666666
103041077,0.4444444444444444
103041078,0.8888888888888888
103041079,0.4444444444444444
104011080,0.2222222222222222
104011081,0.4444444444444444
104011082,0.4444444444444444
104021083,0.8888888888888888
104021084,0.2222222222222222
104021085,0.2222222222222222
104021086,0.8888888888888888
104021087,0.4444444444444444
104021088,0.4444444444444444
104021089,0.6666666666666666
104021090,0.4444444444444444
104021091,0.6666666666666666
105011092,0.2222222222222222
105011093,0.4444444444444444
105011094,0.0
105011095,0.4444444444444444
105011096,0.0
105021097,0.2222222222222222
105021098,0.0
105031099,0.2222222222222222
105031100,0.6666666666666666
105031101,0.8888888888888888
105031102,0.6666666666666666
105031103,0.6666666666666666
105031104,0.2222222222222222
105031105,0.4444444444444444
105031106,0.2222222222222222
106011107,0.8888888888888888
106011108,0.0
106011109,0.8888888888888888
106011110,0.8888888888888888
106011111,0.2222222222222222
106011112,0.6666666666666666
106011113,0.8888888888888888
106021114,0.6666666666666666
106021116,0.4444444444444444
106021614,0.6666666666666666
106021615,0.6666666666666666
106021616,0.2222222222222222
106021617,0.6666666666666666
106021618,0.6666666666666666
106031119,0.8888888888888888
106031120,0.2222222222222222
106031121,0.8888888888888888
106031122,0.0
106031123,0.4444444444444444
106031124,0.8888888888888888
106031125,0.8888888888888888
106041126,0.2222222222222222
106041127,0.8888888888888888
106041128,0.6666666666666666
106041129,0.6666666666666666
107011131,0.4444444444444444
107011132,0.4444444444444444
107011134,0.8888888888888888
107011545,0.0
107011546,0.0
107011547,0.2222222222222222
107031136,0.6666666666666666
107031137,0.2222222222222222
107031138,0.4444444444444444
107031139,0.2222222222222222
107031140,0.2222222222222222
107031141,0.6666666666666666
107031142,0.6666666666666666
107031143,0.0
107041144,0.8888888888888888
107041145,0.4444444444444444
107041146,0.6666666666666666
107041147,0.0
107041148,0.0
107041150,0.6666666666666666
107041548,0.8888888888888888
107041549,0.6666666666666666
108011151,0.2222222222222222
108011152,0.4444444444444444
108011153,0.6666666666666666
108011154,0.2222222222222222
108021155,0.0
108021156,0.2222222222222222
108021157,0.2222222222222222
108021158,0.0
108021159,0.4444444444444444
108021160,0.4444444444444444
108031161,0.4444444444444444
108041162,0.6666666666666666
108041164,0.4444444444444444
108041165,0.6666666666666666
108041166,0.4444444444444444
108041619,0.8888888888888888
108041620,0.8888888888888888
108051167,0.2222222222222222
108051168,0.8888888888888888
108051169,0.0
108051170,0.4444444444444444
108051171,0.2222222222222222
109011172,0.6666666666666666
109011173,0.2222222222222222
109011174,0.6666666666666666
109011175,0.8888888888888888
109011176,0.0
109021177,0.4444444444444444
109021178,0.4444444444444444
109021179,0.4444444444444444
109031180,0.4444444444444444
109031181,0.6666666666666666
109031182,0.4444444444444444
109031183,0.6666666666666666
109031184,0.8888888888888888
109031185,0.4444444444444444
110011186,0.6666666666666666
110011187,0.6666666666666666
110011188,0.8888888888888888
110011189,0.8888888888888888
110021190,0.2222222222222222
110021191,0.2222222222222222
110021192,0.2222222222222222
110021193,0.4444444444444444
110021194,0.2222222222222222
110031195,0.2222222222222222
110031196,0.6666666666666666
110031197,0.4444444444444444
110031198,0.6666666666666666
110041199,0.4444444444444444
110041200,0.6666666666666666
110041201,0.2222222222222222
110041202,0.4444444444444444
110041203,0.6666666666666666
110041204,0.0
110041205,0.8888888888888888
111011206,0.8888888888888888
111011207,0.4444444444444444
111011208,0.8888888888888888
111011209,0.8888888888888888
111011210,0.0
111011211,0.6666666666666666
111011212,0.8888888888888888
111011213,0.2222222222222222
111011214,0.8888888888888888
111021215,0.4444444444444444
111021216,0.8888888888888888
111021217,0.8888888888888888
111021218,0.6666666666666666
111021219,0.6666666666666666
111021220,0.8888888888888888
111021221,0.8888888888888888
111031222,0.4444444444444444
111031223,0.0
111031224,0.8888888888888888
111031225,0.6666666666666666
111031226,0.6666666666666666
111031227,0.6666666666666666
111031228,0.2222222222222222
111031229,0.4444444444444444
111031231,0.2222222222222222
111031232,0.8888888888888888
111031233,0.6666666666666666
111031234,0.6666666666666666
111031235,0.6666666666666666
112011236,0.6666666666666666
112011237,0.8888888888888888
112011238,0.2222222222222222
112011239,0.8888888888888888
112011240,0.8888888888888888
112011241,0.4444444444444444
112011242,0.2222222222222222
112011243,0.8888888888888888
112021244,0.0
112021245,0.2222222222222222
112021246,0.4444444444444444
112021247,0.2222222222222222
112021248,0.2222222222222222
112021249,0.8888888888888888
112031250,0.8888888888888888
112031251,0.2222222222222222
112031252,0.8888888888888888
112031253,0.8888888888888888
112031254,0.6666666666666666
112031550,0.8888888888888888
112031551,0.4444444444444444
112031552,0.2222222222222222
113011256,0.4444444444444444
113011257,0.8888888888888888
113011258,0.4444444444444444
113011259,0.2222222222222222
113021260,0.4444444444444444
113021261,0.2222222222222222
113021262,0.6666666666666666
113031263,0.4444444444444444
113031264,0.4444444444444444
113031265,0.2222222222222222
113031266,0.4444444444444444
113031267,0.8888888888888888
113031268,0.4444444444444444
113031269,0.4444444444444444
113031270,0.2222222222222222
113031271,0.8888888888888888
114011272,0.6666666666666666
114011273,0.8888888888888888
114011274,0.6666666666666666
114011275,0.0
114011276,0.4444444444444444
114011277,0.6666666666666666
114011278,0.2222222222222222
114011279,0.4444444444444444
114011280,0.4444444444444444
114011281,0.6666666666666666
114011282,0.8888888888888888
114011283,0.8888888888888888
114021284,0.2222222222222222
114021285,0.8888888888888888
114021286,0.8888888888888888
114021287,0.8888888888888888
114021288,0.2222222222222222
114021289,0.4444444444444444
115011290,0.2222222222222222
115011291,0.0
115011294,0.0
115011296,0.0
115011553,0.2222222222222222
115011554,0.4444444444444444
115011555,0.0
115011556,0.2222222222222222
115011557,0.0
115011558,0.0
115011621,0.0
115011622,0.0
115021297,0.0
115021298,0.0
115031299,0.6666666666666666
115031300,0.4444444444444444
115041301,0.4444444444444444
115041623,0.0
115041624,0.0
115041625,0.0
116011303,0.4444444444444444
116011304,0.4444444444444444
116011306,0.4444444444444444
116011307,0.8888888888888888
116011560,0.4444444444444444
116011561,0.4444444444444444
116011626,0.8888888888888888
116011627,0.6666666666666666
116021309,0.2222222222222222
116021562,0.2222222222222222
116021563,0.4444444444444444
116021628,0.0
116021629,0.0
116021630,0.8888888888888888
116021631,0.0
116021632,0.2222222222222222
116021633,0.2222222222222222
116031313,0.0
116031314,0.6666666666666666
116031315,0.6666666666666666
116031316,0.0
116031317,0.0
116031319,0.6666666666666666
117011320,0.2222222222222222
117011321,0.4444444444444444
117011323,0.6666666666666666
117011634,0.2222222222222222
117011635,0.6666666666666666
117021327,0.2222222222222222
117021328,0.4444444444444444
117021636,0.6666666666666666
117021637,0.8888888888888888
117031329,0.4444444444444444
117031330,0.0
117031331,0.8888888888888888
117031333,0.4444444444444444
117031336,0.6666666666666666
117031638,0.0
117031639,0.8888888888888888
117031640,0.2222222222222222
117031641,0.6666666666666666
117031642,0.6666666666666666
117031643,0.2222222222222222
117031644,0.4444444444444444
117031645,0.2222222222222222
117031646,0.4444444444444444
117031647,0.4444444444444444
117031648,0.2222222222222222
118011339,0.0
118011340,0.0
118011341,0.2222222222222222
118011344,0.0
118011345,0.0
118011346,0.0
118011347,0.0
118011649,0.0
118011650,0.0
118021564,0.2222222222222222
118021565,0.6666666666666666
118021566,0.2222222222222222
118021567,0.6666666666666666
118021568,0.4444444444444444
118021569,0.0
118021570,0.0
118021651,0.0
118021652,0.6666666666666666
118021653,0.8888888888888888
118021654,0.8888888888888888
119011354,0.0
119011355,0.8888888888888888
119011356,0.2222222222222222
119011358,0.8888888888888888
119011360,0.6666666666666666
119011361,0.0
119011571,0.0
119011572,0.0
119011655,0.0
119011656,0.0
119011657,0.8888888888888888
119011658,0.6666666666666666
119021362,0.2222222222222222
119021366,0.0
119021367,0.4444444444444444
119021573,0.0
119021574,0.0
119021659,0.0
119021660,0.0
119021661,0.6666666666666666
119021662,0.6666666666666666
119021663,0.8888888888888888
119031370,0.4444444444444444
119031371,0.2222222222222222
119031372,0.6666666666666666
119031373,0.0
119031374,0.8888888888888888
119031664,0.2222222222222222
119031665,0.6666666666666666
119031666,0.4444444444444444
119031667,0.6666666666666666
119041377,0.8888888888888888
119041378,0.8888888888888888
119041379,0.8888888888888888
119041380,0.8888888888888888
119041381,0.6666666666666666
119041382,0.8888888888888888
119041668,0.6666666666666666
119041669,0.8888888888888888
119041670,0.6666666666666666
119041671,0.6666666666666666
120011383,0.2222222222222222
120011385,0.0
120011386,0.4444444444444444
120011672,0.4444444444444444
120011673,0.4444444444444444
120021387,0.0
120021389,0.0
120021674,0.0
120021675,0.2222222222222222
120031392,0.6666666666666666
120031393,0.8888888888888888
120031394,0.4444444444444444
120031395,0.2222222222222222
120031396,0.8888888888888888
120031576,0.6666666666666666
120031676,0.8888888888888888
120031677,0.8888888888888888
120031678,0.2222222222222222
120031679,0.8888888888888888
120031680,0.6666666666666666
120031681,0.2222222222222222
121011399,0.2222222222222222
121011401,0.0
121011682,0.4444444444444444
121011683,0.0
121011684,0.8888888888888888
121011685,0.0
121011686,0.0
121011687,0.0
121021403,0.2222222222222222
121021404,0.0
121021406,0.0
121021577,0.8888888888888888
121021578,0.2222222222222222
121021579,0.6666666666666666
121031407,0.0
121031408,0.0
121031409,0.0
121031410,0.0
121031411,0.0
121031412,0.0
121041413,0.0
121041414,0.0
121041416,0.2222222222222222
121041417,0.0
121041688,0.0
121041689,0.0
122011418,0.0
122011419,0.0
122021420,0.0
122021421,0.0
122021422,0.0
122021690,0.2222222222222222
122021691,0.2222222222222222
122031424,0.4444444444444444
122031425,0.2222222222222222
122031427,0.0
122031429,0.0
122031430,0.0
122031432,0.0
122031692,0.0
122031693,0.0
122031694,0.2222222222222222
122031695,0.8888888888888888
122031696,0.0
122031697,0.4444444444444444
123011433,0.6666666666666666
123011698,0.8888888888888888
123011699,0.6666666666666666
123011700,0.2222222222222222
123011701,0.6666666666666666
123011702,0.4444444444444444
123021436,0.2222222222222222
123021437,0.4444444444444444
123021438,0.2222222222222222
123021441,0.4444444444444444
123021443,0.2222222222222222
123021444,0.2222222222222222
123021703,0.4444444444444444
123021704,0.8888888888888888
123021705,0.4444444444444444
123021706,0.0
123031445,0.8888888888888888
123031446,0.2222222222222222
123031447,0.8888888888888888
123031448,0.4444444444444444
124011449,0.8888888888888888
124011450,0.2222222222222222
124011452,0.8888888888888888
124011453,0.6666666666666666
124011454,0.2222222222222222
124011455,0.6666666666666666
124031457,0.6666666666666666
124031459,0.4444444444444444
124031460,0.4444444444444444
124031461,0.8888888888888888
124031462,0.4444444444444444
124031463,0.2222222222222222
124031464,0.2222222222222222
124031465,0.6666666666666666
124031707,0.8888888888888888
124031708,0.4444444444444444
124041466,0.8888888888888888
124041467,0.6666666666666666
124041468,0.8888888888888888
124051469,0.8888888888888888
124051470,0.8888888888888888
124051580,0.2222222222222222
124051581,0.0
125011582,0.0
125011583,0.0
125011584,0.0
125011585,0.0
125011586,0.2222222222222222
125011587,0.0
125011709,0.4444444444444444
125011710,0.4444444444444444
125021477,0.8888888888888888
125021478,0.8888888888888888
125021711,0.4444444444444444
125021712,0.6666666666666666
125031479,0.0
125031480,0.0
125031481,0.0
125031483,0.0
125031484,0.0
125031713,0.8888888888888888
125031714,0.0
125031715,0.6666666666666666
125031716,0.4444444444444444
125041489,0.8888888888888888
125041490,0.0
125041491,0.6666666666666666
125041493,0.8888888888888888
125041494,0.2222222222222222
125041588,0.8888888888888888
125041589,0.8888888888888888
125041717,0.8888888888888888
125041718,0.4444444444444444
125041719,0.4444444444444444
126011496,0.0
126011720,0.2222222222222222
126011721,0.4444444444444444
126021498,0.0
126021499,0.0
126021500,0.6666666666666666
126021501,0.2222222222222222
126021503,0.4444444444444444
126021590,0.0
126021722,0.0
126021723,0.8888888888888888
126021724,0.6666666666666666
126021725,0.4444444444444444
127011504,0.0
127011505,0.8888888888888888
127011592,0.0
127011593,0.6666666666666666
127011594,0.0
127011595,0.2222222222222222
127011596,0.6666666666666666
127011597,0.8888888888888888
127011726,0.2222222222222222
127011727,0.4444444444444444
127011728,0.6666666666666666
127011729,0.6666666666666666
127021509,0.0
127021510,0.2222222222222222
127021511,0.0
127021512,0.0
127021513,0.0
127021514,0.0
127021515,0.0
127021516,0.0
127021517,0.0
127021518,0.8888888888888888
127021519,0.0
127021520,0.0
127031522,0.2222222222222222
127031523,0.8888888888888888
127031524,0.4444444444444444
127031599,0.0
127031601,0.0
127031730,0.6666666666666666
127031731,0.0
127031732,0.0
127031733,0.8888888888888888
128011529,0.0
128011530,0.6666666666666666
128011531,0.2222222222222222
128011602,0.6666666666666666
128011603,0.0
128011604,0.2222222222222222
128011605,0.0
128011606,0.0
128021533,0.2222222222222222
128021534,0.0
128021535,0.0
128021536,0.0
128021538,0.4444444444444444
128021607,0.2222222222222222
128021608,0.0
128021609,0.0
201011001,0.6666666666666666
201011002,0.6666666666666666
201011005,0.2222222222222222
201011006,0.6666666666666666
201011007,0.4444444444444444
201011008,0.2222222222222222
201011481,0.4444444444444444
201011482,0.6666666666666666
201011483,0.6666666666666666
201011484,0.0
201021009,0.8888888888888888
201021010,0.6666666666666666
201021011,0.8888888888888888
201021012,0.6666666666666666
201031013,0.2222222222222222
201031014,0.4444444444444444
201031015,0.8888888888888888
201031016,0.0
201031017,0.2222222222222222
202011018,0.2222222222222222
202011019,0.2222222222222222
202011020,0.8888888888888888
202011021,0.8888888888888888
202011022,0.4444444444444444
202011023,0.2222222222222222
202011024,0.2222222222222222
202011025,0.8888888888888888
202021026,0.2222222222222222
202021027,0.8888888888888888
202021028,0.8888888888888888
202021029,0.4444444444444444
202021030,0.6666666666666666
202021031,0.2222222222222222
202031032,0.8888888888888888
202031033,0.4444444444444444
203011034,0.4444444444444444
203011035,0.6666666666666666
203011036,0.4444444444444444
203021037,0.8888888888888888
203021039,0.8888888888888888
203021040,0.6666666666666666
203021042,0.2222222222222222
203021043,0.8888888888888888
203021044,0.8888888888888888
203021045,0.2222222222222222
203021046,0.2222222222222222
203021047,0.6666666666666666
203021485,0.4444444444444444
203021486,0.0
203021487,0.8888888888888888
203021488,0.0
203031048,0.8888888888888888
203031049,0.2222222222222222
203031051,0.8888888888888888
203031052,0.2222222222222222
203031053,0.0
203031489,0.2222222222222222
203031490,0.2222222222222222
204011054,0.6666666666666666
204011055,0.6666666666666666
204011056,0.8888888888888888
204011057,0.8888888888888888
204011058,0.6666666666666666
204011059,0.0
204011060,0.6666666666666666
204011061,0.2222222222222222
204011062,0.8888888888888888
204021063,0.4444444444444444
204021064,0.8888888888888888
204021065,0.6666666666666666
204021066,0.4444444444444444
204021067,0.6666666666666666
204031068,0.8888888888888888
204031069,0.6666666666666666
204031070,0.8888888888888888
204031071,0.6666666666666666
204031072,0.8888888888888888
204031073,0.4444444444444444
204031075,0.2222222222222222
204031491,0.4444444444444444
204031492,0.2222222222222222
205011076,0.6666666666666666
205011077,0.8888888888888888
205011078,0.8888888888888888
205011079,0.8888888888888888
205021081,0.4444444444444444
205021082,0.8888888888888888
205021084,0.4444444444444444
205021085,0.2222222222222222
205021086,0.6666666666666666
205031087,0.8888888888888888
205031088,0.8888888888888888
205031089,0.8888888888888888
205031090,0.8888888888888888
205031091,0.8888888888888888
205031093,0.6666666666666666
205041094,0.6666666666666666
205041095,0.0
205041096,0.0
205041098,0.8888888888888888
205041493,0.4444444444444444
205041494,0.8888888888888888
205051100,0.6666666666666666
205051101,0.6666666666666666
205051102,0.6666666666666666
205051103,0.4444444444444444
205051104,0.2222222222222222
206011106,0.2222222222222222
206011107,0.6666666666666666
206011109,0.2222222222222222
206011495,0.4444444444444444
206011496,0.2222222222222222
206011497,0.8888888888888888
206011498,0.6666666666666666
206021110,0.2222222222222222
206021112,0.6666666666666666
206021499,0.4444444444444444
206021500,0.2222222222222222
206031113,0.8888888888888888
206031115,0.2222222222222222
206031116,0.2222222222222222
206031501,0.2222222222222222
206031502,0.2222222222222222
206041117,0.4444444444444444
206041118,0.6666666666666666
206041119,0.0
206041120,0.0
206041121,0.6666666666666666
206041124,0.4444444444444444
206041125,0.0
206041503,0.8888888888888888
206041504,0.4444444444444444
206041505,0.8888888888888888
206041506,0.6666666666666666
206041508,0.4444444444444444
206041509,0.4444444444444444
206041510,0.6666666666666666
206051128,0.2222222222222222
206051129,0.2222222222222222
206051130,0.4444444444444444
206051134,0.2222222222222222
206051511,0.2222222222222222
206051512,0.8888888888888888
206051513,0.6666666666666666
206051514,0.4444444444444444
206061135,0.0
206061136,0.2222222222222222
206061138,0.0
206061515,0.0
206061516,0.8888888888888888
206071139,0.2222222222222222
206071140,0.0
206071141,0.4444444444444444
206071142,0.6666666666666666
206071143,0.2222222222222222
206071145,0.0
206071517,0.0
206071518,0.6666666666666666
207011146,0.2222222222222222
207011147,0.4444444444444444
207011148,0.2222222222222222
207011149,0.0
207011150,0.0
207011152,0.0
