SA2,Births
102011028,0.15337423312883436
102011029,0.15950920245398773
102011030,0.11247443762781185
102011031,0.24335378323108384
102011032,0.5132924335378323
102011033,0.15950920245398773
102011034,0.16359918200409
102011035,0.1656441717791411
102011036,0.16973415132924335
102011037,0.130879345603272
102011038,0.11247443762781185
102011039,0.294478527607362
102011040,0.5112474437627812
102011041,0.1983640081799591
102011042,0.3292433537832311
102011043,0.2965235173824131
102021044,0.558282208588957
102021045,0.38445807770961143
102021046,0.22085889570552147
102021047,0.4274028629856851
102021048,0.5807770961145194
102021049,0.05930470347648262
102021050,0.18609406952965235
102021051,0.1083844580777096
102021052,0.12269938650306748
102021053,0.36400817995910023
102021054,0.24335378323108384
102021055,0.130879345603272
102021056,0.50920245398773
102021057,0.20449897750511248
115011290,0.6114519427402862
115011291,0.35787321063394684
115011294,0.065439672801636
115011296,0.20449897750511248
115011553,0.1738241308793456
115011554,0.032719836400818
115011555,0.18200408997955012
115011556,0.19631901840490798
115011557,0.05521472392638037
115011558,0.2331288343558282
115011621,0.35173824130879344
115011622,0.20040899795501022
115021297,0.3803680981595092
115021298,0.09406952965235174
115031299,0.06134969325153374
115031300,0.5460122699386503
115041301,0.2883435582822086
115041623,0.1656441717791411
115041624,0.4376278118609407
115041625,0.32515337423312884
116011303,0.721881390593047
116011304,0.7116564417177914
116011306,0.721881390593047
116011307,0.6707566462167689
116011560,0.38445807770961143
116011561,0.50920245398773
116011626,0.37423312883435583
116011627,0.3824130879345603
116021309,0.2903885480572597
116021562,0.1165644171779141
116021563,0.7259713701431493
116021628,0.5644171779141104
116021629,0.34355828220858897
116021630,0.4396728016359918
116021631,0.3210633946830266
116021632,0.6973415132924335
116021633,0.2842535787321063
116031313,0.6993865030674846
116031314,0.26380368098159507
116031315,0.5807770961145194
116031316,0.9325153374233128
116031317,0.8752556237218814
116031318,0.0
116031319,0.6278118609406953
117011320,0.006134969325153374
117011321,0.4130879345603272
117011323,0.33537832310838445
117011324,0.0
117011325,0.0
117011634,0.2065439672801636
117011635,0.591002044989775
117021327,0.48261758691206547
117021328,0.2167689161554192
117021636,0.3006134969325153
117021637,0.36809815950920244
117031329,0.17586912065439672
117031330,0.5541922290388548
117031331,0.4887525562372188
117031333,0.30879345603271985
117031336,0.3169734151329243
117031638,0.15132924335378323
117031639,0.09406952965235174
117031640,0.278118609406953
117031641,0.32719836400818
117031642,0.310838445807771
117031643,0.3149284253578732
117031644,0.14519427402862986
117031645,0.34151329243353784
117031646,0.08793456032719836
117031647,0.4396728016359918
117031648,0.28629856850715746
118011339,0.5950920245398773
118011340,0.7689161554192229
118011341,0.4662576687116564
118011342,0.0
118011344,0.2740286298568507
118011345,0.38650306748466257
118011346,0.18404907975460122
118011347,0.19631901840490798
118011649,0.32515337423312884
118011650,0.21881390593047034
118021564,0.22699386503067484
118021565,0.25766871165644173
118021566,0.20040899795501022
118021567,0.34355828220858897
118021568,0.22085889570552147
118021569,0.5398773006134969
118021570,0.3537832310838446
118021651,0.6278118609406953
118021652,0.294478527607362
118021653,0.2965235173824131
118021654,0.11042944785276074
119011354,0.6728016359918201
119011355,0.07975460122699386
119011356,0.4069529652351738
119011358,0.3783231083844581
119011360,0.5460122699386503
119011361,0.6850715746421268
119011571,0.6605316973415133
119011572,0.5848670756646217
119011655,0.44171779141104295
119011656,0.4294478527607362
119011657,0.2719836400817996
119011658,0.31901840490797545
119021362,0.5950920245398773
119021366,0.7709611451942741
119021367,0.4396728016359918
119021573,0.7198364008179959
119021574,0.5214723926380368
119021659,0.30879345603271985
119021660,0.2719836400817996
119021661,0.36809815950920244
119021662,0.36400817995910023
119021663,0.16359918200409
119031370,0.3231083844580777
119031371,0.25971370143149286
119031372,0.4458077709611452
119031373,0.2985685071574642
119031374,0.50920245398773
119031664,0.294478527607362
119031665,0.2249488752556237
119031666,0.38650306748466257
119031667,0.25971370143149286
119041377,0.2556237218813906
119041378,0.4049079754601227
119041379,0.4376278118609407
119041380,0.38445807770961143
119041381,0.6032719836400818
119041382,0.4335378323108384
119041668,0.44785276073619634
119041669,0.2822085889570552
119041670,0.5153374233128835
119041671,0.3558282208588957
120011383,0.5316973415132924
120011385,0.4662576687116564
120011386,0.5930470347648262
120011672,0.2985685071574642
120011673,0.42535787321063395
120021387,0.43149284253578735
120021389,0.4233128834355828
120021674,0.22903885480572597
120021675,0.5276073619631901
120031392,0.24130879345603273
120031393,0.35787321063394684
120031394,0.44785276073619634
120031395,0.25153374233128833
120031396,0.621676891615542
120031576,0.08588957055214724
120031676,0.3537832310838446
120031677,0.25766871165644173
120031678,0.2903885480572597
120031679,0.18813905930470348
120031680,0.3231083844580777
120031681,0.16155419222903886
121011399,0.6134969325153374
121011401,0.39059304703476483
121011682,0.2556237218813906
121011683,0.14519427402862986
121011684,0.4376278118609407
121011685,0.25153374233128833
121011686,0.4887525562372188
121011687,0.3210633946830266
121021403,0.49693251533742333
121021404,0.24948875255623723
121021406,0.3456032719836401
121021577,0.3967280163599182
121021578,0.2392638036809816
121021579,0.3006134969325153
121031407,0.30879345603271985
121031408,0.3721881390593047
121031409,0.23721881390593047
121031410,0.27607361963190186
121031411,0.3333333333333333
121031412,0.2392638036809816
121041413,0.5419222903885481
121041414,0.6053169734151329
121041416,0.48261758691206547
121041417,0.34151329243353784
121041688,0.278118609406953
121041689,0.30879345603271985
122011418,0.4396728016359918
122011419,0.7034764826175869
122021420,0.1901840490797546
122021421,0.16359918200409
122021422,0.2310838445807771
122021690,0.261758691206544
122021691,0.2985685071574642
122031424,0.31901840490797545
122031425,0.1411042944785276
122031427,0.19222903885480572
122031429,0.6993865030674846
122031430,0.3169734151329243
122031432,0.0736196319018405
122031692,0.14314928425357873
122031693,0.33537832310838445
122031694,0.18813905930470348
122031695,0.6503067484662577
122031696,0.2965235173824131
122031697,0.26993865030674846
123011433,0.3149284253578732
123011698,0.2249488752556237
123011699,0.49284253578732107
123011700,0.24130879345603273
123011701,0.47648261758691207
123011702,0.4458077709611452
123021436,0.7034764826175869
123021437,0.6441717791411042
123021438,0.6073619631901841
123021439,0.0
123021441,0.48466257668711654
123021443,0.6298568507157464
123021444,0.6298568507157464
123021703,0.3946830265848671
123021704,0.3824130879345603
123021705,0.5541922290388548
123021706,0.4437627811860941
123031445,0.1390593047034765
123031446,0.3333333333333333
123031447,0.5255623721881391
123031448,0.23517382413087934
124011449,0.06339468302658487
124011450,0.4110429447852761
124011451,0.0
124011452,0.2229038854805726
124011453,0.22699386503067484
124011454,0.46830265848670755
124011455,0.12269938650306748
124021456,0.0
124031457,0.49079754601226994
124031459,0.32515337423312884
124031460,0.6032719836400818
124031461,0.4948875255623722
124031462,0.7934560327198364
124031463,0.37627811860940696
124031464,0.5071574642126789
124031465,0.1656441717791411
124031707,0.591002044989775
124031708,0.5930470347648262
124041466,0.36809815950920244
124041467,0.48466257668711654
124041468,0.13496932515337423
124051469,0.16768916155419222
124051470,0.5725971370143149
124051580,0.48261758691206547
124051581,0.6993865030674846
125011475,0.0
125011582,0.6973415132924335
125011583,0.4110429447852761
125011584,0.3476482617586912
125011585,0.25153374233128833
125011586,0.5030674846625767
125011587,0.12269938650306748
125011709,0.1983640081799591
125011710,0.7075664621676891
125021477,0.6523517382413088
125021478,0.47648261758691207
125021711,0.19631901840490798
125021712,0.39263803680981596
125031479,0.5848670756646217
125031480,0.4867075664621677
125031481,0.7955010224948875
125031483,1.0
125031484,0.8813905930470347
125031486,0.0
125031487,0.0
125031713,0.48057259713701433
125031714,0.9959100204498977
125031715,0.2965235173824131
125031716,0.26993865030674846
125041489,0.7505112474437627
125041490,0.1329243353783231
125041491,0.869120654396728
125041493,0.591002044989775
125041494,0.24948875255623723
125041588,0.38445807770961143
125041589,0.6993865030674846
125041717,0.48057259713701433
125041718,0.4376278118609407
125041719,0.38650306748466257
126011496,0.35173824130879344
126011720,0.25971370143149286
126011721,0.3558282208588957
126021498,0.3456032719836401
126021499,0.12269938650306748
126021500,0.5378323108384458
126021501,0.3987730061349693
126021503,0.5787321063394683
126021590,0.07770961145194274
126021722,0.12474437627811862
126021723,0.3660531697341513
126021724,0.4601226993865031
126021725,0.48057259713701433
127011504,0.6503067484662577
127011505,0.2392638036809816
127011592,0.0
127011593,0.11247443762781185
127011594,0.35991820040899797
127011595,0.3721881390593047
127011596,0.3476482617586912
127011597,0.5173824130879345
127011726,0.147239263803681
127011727,0.591002044989775
127011728,0.3496932515337423
127011729,0.7116564417177914
127021509,0.3885480572597137
127021510,0.3783231083844581
127021511,0.5991820040899796
127021512,0.4703476482617587
127021513,0.5378323108384458
127021514,0.21063394683026584
127021515,0.4948875255623722
127021516,0.5991820040899796
127021517,0.1492842535787321
127021518,0.09611451942740286
127021519,0.4458077709611452
127021520,0.2085889570552147
127021521,0.0
127031522,0.5419222903885481
127031523,0.6196319018404908
127031524,0.5398773006134969
127031599,0.42535787321063395
127031601,0.261758691206544
127031730,0.3476482617586912
127031731,0.7586912065439673
127031732,0.4376278118609407
127031733,0.38445807770961143
128011529,0.4703476482617587
128011530,0.4498977505112474
128011531,0.3231083844580777
128011602,0.3803680981595092
128011603,0.2822085889570552
128011604,0.656441717791411
128011605,0.065439672801636
128011606,0.18404907975460122
128021533,0.13701431492842536
128021534,0.19631901840490798
128021535,0.4110429447852761
128021536,0.4539877300613497
128021537,0.0
128021538,0.6584867075664622
128021607,0.40081799591002043
128021608,0.16768916155419222
128021609,0.0736196319018405
101021007,0.06952965235173825
101021008,0.2392638036809816
101021009,0.3619631901840491
101021010,0.16359918200409
101021012,0.2842535787321063
101021610,0.278118609406953
101021611,0.32515337423312884
101031013,0.049079754601226995
101031014,0.19427402862985685
101031015,0.0736196319018405
101031016,0.11042944785276074
101041017,0.14314928425357873
101041018,0.1329243353783231
101041019,0.1574642126789366
101041020,0.16155419222903886
101041021,0.04294478527607362
101041022,0.0
101041023,0.05725971370143149
101041024,0.06339468302658487
101041025,0.18609406952965235
101041026,0.12678936605316973
101041027,0.14314928425357873
101051539,0.6175869120654397
101051540,0.2474437627811861
101061541,0.15337423312883436
101061542,0.25971370143149286
101061543,0.3047034764826176
101061544,0.15132924335378323
103011059,0.28629856850715746
103011060,0.14519427402862986
103011061,0.10020449897750511
103011612,0.21881390593047034
103011613,0.3619631901840491
103021062,0.2167689161554192
103021063,0.18609406952965235
103021064,0.10429447852760736
103021065,0.2903885480572597
103021066,0.049079754601226995
103021067,0.3067484662576687
103021068,0.09611451942740286
103021069,0.1656441717791411
103031070,0.25766871165644173
103031071,0.12065439672801637
103031072,0.3660531697341513
103031073,0.053169734151329244
103031074,0.1983640081799591
103031075,0.0
103041076,0.1656441717791411
103041077,0.5623721881390593
103041078,0.6830265848670757
103041079,0.23517382413087934
104011080,0.4560327198364008
104011081,0.24335378323108384
104011082,0.28016359918200406
104021083,0.1411042944785276
104021084,0.4049079754601227
104021085,0.23721881390593047
104021086,0.07157464212678936
104021087,0.0408997955010225
104021088,0.20040899795501022
104021089,0.43558282208588955
104021090,0.08997955010224949
104021091,0.3496932515337423
105011092,0.12474437627811862
105011093,0.14519427402862986
105011094,0.1574642126789366
105011095,0.147239263803681
105011096,0.19427402862985685
105021097,0.4233128834355828
105021098,0.065439672801636
105031099,0.16973415132924335
105031100,0.3169734151329243
105031101,0.6012269938650306
105031102,0.34151329243353784
105031103,0.130879345603272
105031104,0.12474437627811862
105031105,0.17791411042944785
105031106,0.2658486707566462
106011107,0.2903885480572597
106011108,0.6196319018404908
106011109,0.20040899795501022
106011110,0.20040899795501022
106011111,0.5439672801635992
106011112,0.5296523517382413
106011113,0.12065439672801637
106021114,0.294478527607362
106021116,0.22903885480572597
106021614,0.3967280163599182
106021615,0.4948875255623722
106021616,0.2249488752556237
106021617,0.2249488752556237
106021618,0.4171779141104294
106031119,0.10633946830265849
106031120,0.14314928425357873
106031121,0.32515337423312884
106031122,0.3885480572597137
106031123,0.10224948875255624
106031124,0.04294478527607362
106031125,0.3128834355828221
106041126,0.40899795501022496
106041127,0.08997955010224949
106041128,0.1574642126789366
106041129,0.15950920245398773
107011131,0.6462167689161554
107011132,0.27607361963190186
107011133,0.0
107011134,0.37014314928425357
107011545,0.3803680981595092
107011546,0.2965235173824131
107011547,0.08997955010224949
107021135,0.0
107031136,0.4539877300613497
107031137,0.18200408997955012
107031138,0.15950920245398773
107031139,0.11860940695296524
107031140,0.12678936605316973
107031141,0.3783231083844581
107031142,0.21267893660531698
107031143,0.5276073619631901
107041144,0.4130879345603272
107041145,0.4130879345603272
107041146,0.41922290388548056
107041147,0.25766871165644173
107041148,0.2658486707566462
107041150,0.4539877300613497
107041548,0.3067484662576687
107041549,0.4233128834355828
108011151,0.05521472392638037
108011152,0.21881390593047034
108011153,0.1083844580777096
108011154,0.09202453987730061
108021155,0.4171779141104294
108021156,0.21881390593047034
108021157,0.11247443762781185
108021158,0.147239263803681
108021159,0.18404907975460122
108021160,0.11451942740286299
108031161,0.006134969325153374
108041162,0.2167689161554192
108041164,0.3946830265848671
108041165,0.12065439672801637
108041166,0.2740286298568507
108041619,0.2065439672801636
108041620,0.28629856850715746
108051167,0.08384458077709611
108051168,0.1983640081799591
108051169,0.49079754601226994
108051170,0.18404907975460122
108051171,0.1165644171779141
109011172,0.5337423312883436
109011173,0.2965235173824131
109011174,0.2167689161554192
109011175,0.2392638036809816
109011176,0.3824130879345603
109021177,0.05930470347648262
109021178,0.12678936605316973
109021179,0.10429447852760736
109031180,0.12474437627811862
109031181,0.1554192229038855
109031182,0.1656441717791411
109031183,0.1554192229038855
109031184,0.1411042944785276
109031185,0.2065439672801636
110011186,0.5746421267893661
110011187,0.09406952965235174
110011188,0.11247443762781185
110011189,0.06339468302658487
110021190,0.17791411042944785
110021191,0.3721881390593047
110021192,0.14519427402862986
110021193,0.10633946830265849
110021194,0.11451942740286299
110031195,0.2719836400817996
110031196,0.16359918200409
110031197,0.20245398773006135
110031198,0.15337423312883436
110041199,0.32515337423312884
110041200,0.1165644171779141
110041201,0.1738241308793456
110041202,0.5787321063394683
110041203,0.50920245398773
110041204,0.20040899795501022
110041205,0.3660531697341513
111011206,0.3333333333333333
111011207,0.1083844580777096
111011208,0.65439672801636
111011209,0.6155419222903885
111011210,0.2249488752556237
111011211,0.053169734151329244
111011212,0.2065439672801636
111011213,0.1983640081799591
111011214,0.261758691206544
111021215,0.23517382413087934
111021216,0.2474437627811861
111021217,0.5296523517382413
111021218,0.3721881390593047
111021219,0.2883435582822086
111021220,0.16359918200409
111021221,0.17586912065439672
111031222,0.37627811860940696
111031223,0.22085889570552147
111031224,0.2392638036809816
111031225,0.4049079754601227
111031226,0.4171779141104294
111031227,0.47648261758691207
111031228,0.25153374233128833
111031229,0.18609406952965235
111031230,0.0
111031231,0.310838445807771
111031232,0.1554192229038855
111031233,0.4887525562372188
111031234,0.3558282208588957
111031235,0.2556237218813906
112011236,0.3333333333333333
112011237,0.34355828220858897
112011238,0.1390593047034765
112011239,0.20040899795501022
112011240,0.2310838445807771
112011241,0.08384458077709611
112011242,0.17177914110429449
112011243,0.1901840490797546
112021244,0.34355828220858897
112021245,0.1329243353783231
112021246,0.34355828220858897
112021247,0.16359918200409
112021248,0.3721881390593047
112021249,0.26993865030674846
112031250,0.2392638036809816
112031251,0.16155419222903886
112031252,0.25153374233128833
112031253,0.35991820040899797
112031254,0.44785276073619634
112031550,0.278118609406953
112031551,0.05112474437627812
112031552,0.15132924335378323
113011256,0.588957055214724
113011257,0.35991820040899797
113011258,0.28016359918200406
113011259,0.17177914110429449
113021260,0.10633946830265849
113021261,0.17995910020449898
113021262,0.081799591002045
113031263,0.130879345603272
113031264,0.08997955010224949
113031265,0.1165644171779141
113031266,0.147239263803681
113031267,0.40899795501022496
113031268,0.12269938650306748
113031269,0.7361963190184049
113031270,0.3803680981595092
113031271,0.4539877300613497
114011272,0.13496932515337423
114011273,0.05930470347648262
114011274,0.11860940695296524
114011275,0.0
114011276,0.07770961145194274
114011277,0.3537832310838446
114011278,0.6625766871165644
114011279,0.2903885480572597
114011280,0.08384458077709611
114011281,0.05725971370143149
114011282,0.310838445807771
114011283,0.07157464212678936
114021284,0.19631901840490798
114021285,0.2085889570552147
114021286,0.21881390593047034
114021287,0.22085889570552147
114021288,0.06339468302658487
114021289,0.07157464212678936
