SA2,Gumtree
101021611,0.0
101041017,0.012096774193548387
101041020,0.004032258064516129
101041021,0.0
101041025,0.0
101041026,0.0
101051539,0.04435483870967742
101061541,0.0
101061542,0.016129032258064516
101061543,0.012096774193548387
101061544,0.10483870967741936
102011029,0.06048387096774194
102011030,0.012096774193548387
102011031,1.0
102011032,0.08870967741935484
102011033,0.036290322580645164
102011034,0.024193548387096774
102011035,0.03225806451612903
102011036,0.016129032258064516
102011037,0.03225806451612903
102011038,0.016129032258064516
102011039,0.04435483870967742
102011040,0.08870967741935484
102011041,0.024193548387096774
102011042,0.024193548387096774
102021044,0.11693548387096774
102021045,0.020161290322580645
102021047,0.14112903225806453
102021048,0.07661290322580645
102021049,0.05241935483870968
102021050,0.06048387096774194
102021051,0.0
102021052,0.004032258064516129
102021053,0.028225806451612902
102021054,0.016129032258064516
102021055,0.004032258064516129
102021056,0.056451612903225805
102021057,0.012096774193548387
103011061,0.0
103011612,0.024193548387096774
103021063,0.008064516129032258
103021067,0.0
103031070,0.008064516129032258
103031071,0.004032258064516129
103031072,0.008064516129032258
103031074,0.0
104011080,0.07661290322580645
104011081,0.012096774193548387
104011082,0.004032258064516129
104021083,0.0
104021085,0.06854838709677419
104021088,0.012096774193548387
104021089,0.036290322580645164
104021091,0.008064516129032258
105011094,0.0
105021097,0.008064516129032258
105031100,0.036290322580645164
105031106,0.004032258064516129
106011107,0.008064516129032258
106011108,0.1814516129032258
106011109,0.016129032258064516
106011110,0.008064516129032258
106011111,0.016129032258064516
106011112,0.012096774193548387
106021114,0.016129032258064516
106021614,0.008064516129032258
106021617,0.056451612903225805
106021618,0.0
106031120,0.016129032258064516
106031121,0.012096774193548387
106031122,0.056451612903225805
106031123,0.004032258064516129
106031125,0.024193548387096774
106041126,0.036290322580645164
107011131,0.23790322580645162
107011132,0.04838709677419355
107011134,0.12096774193548387
107011546,0.06854838709677419
107011547,0.0
107031136,0.04435483870967742
107031137,0.008064516129032258
107031138,0.020161290322580645
107031140,0.028225806451612902
107031141,0.04435483870967742
107031142,0.016129032258064516
107031143,0.09274193548387097
107041144,0.04032258064516129
107041145,0.07258064516129033
107041146,0.08870967741935484
107041147,0.0
107041148,0.04032258064516129
107041150,0.12903225806451613
107041548,0.24596774193548387
107041549,0.024193548387096774
108011154,0.0
108021155,0.0
108021157,0.004032258064516129
108021160,0.004032258064516129
108041165,0.0
108041166,0.020161290322580645
108041620,0.07258064516129033
108051169,0.03225806451612903
108051170,0.004032258064516129
109011172,0.0
109011174,0.03225806451612903
109011175,0.0
109011176,0.0
110011186,0.03225806451612903
110011188,0.0
110021194,0.008064516129032258
110041201,0.0
110041202,0.020161290322580645
110041203,0.020161290322580645
110041205,0.008064516129032258
111011206,0.056451612903225805
111011207,0.028225806451612902
111011208,0.12903225806451613
111011210,0.03225806451612903
111011212,0.056451612903225805
111011213,0.46774193548387094
111011214,0.09274193548387097
111021215,0.012096774193548387
111021216,0.016129032258064516
111021217,0.10887096774193548
111021218,0.0846774193548387
111021219,0.008064516129032258
111021220,0.04032258064516129
111031222,0.04838709677419355
111031223,0.04435483870967742
111031224,0.004032258064516129
111031225,0.08064516129032258
111031227,0.024193548387096774
111031228,0.29838709677419356
111031229,0.08064516129032258
111031231,0.03225806451612903
111031232,0.04032258064516129
111031233,0.06854838709677419
111031234,0.05241935483870968
112011236,0.020161290322580645
112011237,0.004032258064516129
112011238,0.0
112011239,0.008064516129032258
112011240,0.012096774193548387
112011242,0.012096774193548387
112011243,0.004032258064516129
112021245,0.0
112021246,0.012096774193548387
112021247,0.008064516129032258
112021248,0.04838709677419355
112021249,0.008064516129032258
112031250,0.012096774193548387
112031251,0.03225806451612903
112031253,0.09274193548387097
112031254,0.08870967741935484
112031550,0.13709677419354838
112031551,0.016129032258064516
112031552,0.012096774193548387
113011256,0.020161290322580645
113011258,0.0
113021261,0.0
113031265,0.008064516129032258
113031267,0.004032258064516129
113031268,0.0
113031269,0.016129032258064516
113031270,0.09274193548387097
114011272,0.024193548387096774
114011273,0.020161290322580645
114011274,0.0
114011276,0.008064516129032258
114011277,0.020161290322580645
114011278,0.024193548387096774
114011279,0.020161290322580645
114011280,0.0
114011282,0.008064516129032258
114011283,0.008064516129032258
114021284,0.05241935483870968
114021285,0.004032258064516129
114021286,0.004032258064516129
114021287,0.05241935483870968
114021288,0.0
114021289,0.0
115011290,0.2903225806451613
115011294,0.020161290322580645
115011553,0.3467741935483871
115011558,0.06854838709677419
115011622,0.38306451612903225
115021298,0.004032258064516129
115031299,0.0
115031300,0.06854838709677419
115041301,0.020161290322580645
115041625,0.18951612903225806
116011303,0.2661290322580645
116011304,0.06048387096774194
116011306,0.04838709677419355
116011307,0.0967741935483871
116011626,0.13306451612903225
116021309,0.04838709677419355
116021562,0.020161290322580645
116021563,0.1814516129032258
116021628,0.04032258064516129
116021629,0.06451612903225806
116021630,0.056451612903225805
116021631,0.004032258064516129
116021632,0.17338709677419356
116021633,0.0846774193548387
116031313,0.012096774193548387
116031314,0.012096774193548387
116031315,0.13709677419354838
116031316,0.012096774193548387
116031317,0.06451612903225806
116031319,0.03225806451612903
117011634,0.11290322580645161
117011635,0.09274193548387097
117021327,0.036290322580645164
117021328,0.036290322580645164
117021637,0.14516129032258066
117031329,0.028225806451612902
117031330,0.03225806451612903
117031331,0.13709677419354838
117031333,0.020161290322580645
117031336,0.06048387096774194
117031638,0.012096774193548387
117031639,0.016129032258064516
117031640,0.056451612903225805
117031641,0.028225806451612902
117031642,0.028225806451612902
117031644,0.39919354838709675
117031645,0.016129032258064516
117031646,0.028225806451612902
117031648,0.12903225806451613
118011339,0.22580645161290322
118011340,0.07661290322580645
118011341,0.06451612903225806
118011344,0.004032258064516129
118011345,0.028225806451612902
118011347,0.004032258064516129
118011649,0.16129032258064516
118011650,0.03225806451612903
118021565,0.08870967741935484
118021566,0.3548387096774194
118021570,0.25
118021651,0.13306451612903225
118021652,0.012096774193548387
118021653,0.6975806451612904
118021654,0.016129032258064516
119011354,0.13306451612903225
119011356,0.06854838709677419
119011358,0.09274193548387097
119011360,0.05241935483870968
119011361,0.2217741935483871
119011572,0.31451612903225806
119011655,0.10887096774193548
119011656,0.008064516129032258
119011657,0.016129032258064516
119011658,0.06451612903225806
119021362,0.11290322580645161
119021366,0.10080645161290322
119021367,0.08064516129032258
119021573,0.024193548387096774
119021574,0.028225806451612902
119021659,0.06854838709677419
119021661,0.016129032258064516
119021662,0.056451612903225805
119021663,0.07661290322580645
119031370,0.024193548387096774
119031371,0.1975806451612903
119031372,0.06854838709677419
119031373,0.04435483870967742
119031374,0.05241935483870968
119031664,0.5282258064516129
119031666,0.12096774193548387
119031667,0.028225806451612902
119041378,0.08064516129032258
119041379,0.10483870967741936
119041381,0.24596774193548387
119041382,0.0967741935483871
119041668,0.0846774193548387
119041669,0.08064516129032258
119041671,0.15725806451612903
120011383,0.09274193548387097
120011385,0.0846774193548387
120011386,0.10887096774193548
120011672,0.06451612903225806
120021387,0.20967741935483872
120021389,0.008064516129032258
120021674,0.04838709677419355
120021675,0.16129032258064516
120031392,0.016129032258064516
120031393,0.1935483870967742
120031394,0.012096774193548387
120031395,0.14919354838709678
120031396,0.07258064516129033
120031576,0.05241935483870968
120031677,0.12903225806451613
120031678,0.05241935483870968
120031681,0.08064516129032258
121011401,0.08870967741935484
121011682,0.12903225806451613
121011683,0.08064516129032258
121011684,0.16532258064516128
121011686,0.16532258064516128
121011687,0.125
121021403,0.6209677419354839
121021404,0.024193548387096774
121021577,0.18548387096774194
121021579,0.024193548387096774
121031407,0.0846774193548387
121031408,0.10887096774193548
121031409,0.3790322580645161
121031410,0.1693548387096774
121031411,0.3911290322580645
121031412,0.125
121041413,0.04032258064516129
121041414,0.13306451612903225
121041416,0.056451612903225805
121041417,0.13306451612903225
121041689,0.10483870967741936
122011418,0.21774193548387097
122011419,0.0967741935483871
122021421,0.020161290322580645
122021422,0.004032258064516129
122021690,0.036290322580645164
122031424,0.0
122031427,0.12096774193548387
122031429,0.13709677419354838
122031430,0.04838709677419355
122031432,0.016129032258064516
122031692,0.012096774193548387
122031693,0.04838709677419355
122031695,0.14516129032258066
122031696,0.05241935483870968
122031697,0.008064516129032258
123011433,0.04435483870967742
123011698,0.0
123011699,0.03225806451612903
123011700,0.22580645161290322
123011701,0.06451612903225806
123011702,0.020161290322580645
123021436,0.05241935483870968
123021437,0.5362903225806451
123021438,0.0846774193548387
123021441,0.008064516129032258
123021443,0.05241935483870968
123021444,0.24193548387096775
123021703,0.03225806451612903
123021704,0.020161290322580645
123021705,0.10483870967741936
123021706,0.7137096774193549
123031445,0.016129032258064516
123031446,0.0
123031447,0.036290322580645164
124011449,0.0
124011450,0.11693548387096774
124011452,0.0
124011453,0.04032258064516129
124011454,0.012096774193548387
124011455,0.04032258064516129
124031457,0.0967741935483871
124031459,0.07661290322580645
124031460,0.14919354838709678
124031461,0.024193548387096774
124031462,0.10887096774193548
124031464,0.35080645161290325
124031707,0.06048387096774194
124031708,0.004032258064516129
124041466,0.03225806451612903
124041467,0.016129032258064516
124051469,0.012096774193548387
124051580,0.024193548387096774
124051581,0.21774193548387097
125011582,0.31048387096774194
125011585,0.028225806451612902
125011586,0.06048387096774194
125011587,0.2620967741935484
125011709,0.04435483870967742
125021477,0.18951612903225806
125021478,0.0846774193548387
125021712,0.375
125031479,0.06854838709677419
125031480,0.016129032258064516
125031483,0.016129032258064516
125031484,0.036290322580645164
125031713,0.16532258064516128
125031714,0.4596774193548387
125031715,0.012096774193548387
125031716,0.10080645161290322
125041489,0.07661290322580645
125041490,0.2620967741935484
125041491,0.0
125041493,0.04838709677419355
125041494,0.03225806451612903
125041588,0.07258064516129033
125041589,0.125
125041717,0.39919354838709675
125041719,0.11693548387096774
126011496,0.1975806451612903
126011720,0.004032258064516129
126021498,0.08870967741935484
126021499,0.12903225806451613
126021500,0.22580645161290322
126021501,0.06854838709677419
126021503,0.13306451612903225
126021590,0.008064516129032258
126021722,0.008064516129032258
126021723,0.3185483870967742
126021724,0.4112903225806452
127011505,0.056451612903225805
127011593,0.036290322580645164
127011594,0.020161290322580645
127011595,0.07258064516129033
127011597,0.08064516129032258
127011726,0.0
127011727,0.020161290322580645
127011728,0.06451612903225806
127011729,0.03225806451612903
127021509,0.07258064516129033
127021510,0.03225806451612903
127021511,0.028225806451612902
127021513,0.07258064516129033
127021514,0.016129032258064516
127021515,0.10887096774193548
127021516,0.04838709677419355
127021517,0.004032258064516129
127021518,0.008064516129032258
127021520,0.056451612903225805
127031522,0.15725806451612903
127031523,0.29838709677419356
127031524,0.13306451612903225
127031599,0.012096774193548387
127031601,0.004032258064516129
127031730,0.08064516129032258
127031733,0.11693548387096774
128011529,0.04032258064516129
128011530,0.0846774193548387
128011531,0.08064516129032258
128011602,0.11290322580645161
128011604,0.036290322580645164
128011606,0.016129032258064516
128021534,0.012096774193548387
128021535,0.13709677419354838
128021536,0.07661290322580645
128021538,0.06451612903225806
128021607,0.06451612903225806
128021608,0.020161290322580645
128021609,0.016129032258064516
